title,link,watched
Урок 299. Применение электролиза,https://www.youtube.com/watch?v=2fKI0Cg6qgA&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=303,No
Урок 300. Об измерении элементарного заряда. Задачи на электролиз - 1,https://www.youtube.com/watch?v=wcI_D1djZBA&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=304,No
Урок 301. Задачи на электролиз - 2,https://www.youtube.com/watch?v=RizCcEoxmjc&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=305,No
Урок 302. Электрической ток в вакууме. Вакуумный диод,https://www.youtube.com/watch?v=NZlfo7SXf9U&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=306,No
Урок 303. Вакуумный триод. Усилитель на вакуумном триоде,https://www.youtube.com/watch?v=sSZ38BQ5dbk&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=307,No
Урок 304. Электронные пучки. Электронно-лучевая трубка. Осциллограф,https://www.youtube.com/watch?v=3k_WRTr1yYE&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=308,No
Урок 305. Электрический ток в полупроводниках. Собственная и примесная проводимость.,https://www.youtube.com/watch?v=pYGib43HU88&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=309,No
Урок 306. Электронно-дырочный переход. Полупроводниковый диод,https://www.youtube.com/watch?v=H59Qi5_mVYA&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=310,No
Урок 307. Задачи на ток в вакууме и в полупроводниках,https://www.youtube.com/watch?v=3Oksejm9Nuw&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=311,No
Урок 308. Транзистор. Усилитель на транзисторе,https://www.youtube.com/watch?v=kBolzQc4j3c&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=312,No
Урок 309. Электрический ток в газах. Плазма,https://www.youtube.com/watch?v=5tdfWn075SQ&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=313,No
Урок 310. Виды газового разряда,https://www.youtube.com/watch?v=cWNrVpfo7HU&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=314,No
Урок 311. Основные понятия и соотношения кинематики (повторение),https://www.youtube.com/watch?v=rcfr38l6Udc&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=315,No
Урок 312. Задачи по кинематике-1,https://www.youtube.com/watch?v=jr30XVEUcbQ&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=316,No
Урок 313. Задачи по кинематике - 2,https://www.youtube.com/watch?v=ULKujGxSnfQ&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=317,No
Урок 314. Основные законы и соотношения динамики (повторение),https://www.youtube.com/watch?v=BNVNomHfYR4&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=318,No
Урок 315. Решение задач динамики,https://www.youtube.com/watch?v=devt7u9CFRo&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=319,No
Урок 316. Импульс. Работа. Энергия (повторение),https://www.youtube.com/watch?v=t_E2wdYWx2A&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=320,No
Урок 317. Задачи на законы сохранения,https://www.youtube.com/watch?v=DG2Yx2AqPQM&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=321,No
Урок 318. Подготовка к контрольной по механике - 1,https://www.youtube.com/watch?v=9p_hMsd0BGw&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=322,No
Урок 319. Подготовка к контрольной по механике - 2,https://www.youtube.com/watch?v=w8CbhNFdadQ&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=323,No
Урок 320. Производная функции и ее геометрический смысл,https://www.youtube.com/watch?v=7bG4LlTiBX0&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=324,No
Урок 321. Правила вычисления производной,https://www.youtube.com/watch?v=eZoqes45Udw&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=325,No
Урок 322. Производная сложной функции. Производная тригонометрических функций,https://www.youtube.com/watch?v=YkPEFpfEtSI&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=326,No
Урок 323. Применение производной в задачах физики - 1,https://www.youtube.com/watch?v=inTrnnyyCr0&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=327,No
Урок 324. Применение производной в задачах физики - 2,https://www.youtube.com/watch?v=cclnlfxKCVs&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=328,No
Урок 325. Колебательное движение и его характеристики,https://www.youtube.com/watch?v=Kc2-znE9-wY&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=329,No
Урок 326. Динамика колебательного движения,https://www.youtube.com/watch?v=ya06QBPiotw&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=330,No
Урок 327. Гармонические колебания,https://www.youtube.com/watch?v=cRIxnx9SfMg&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=331,No
Урок 328. Зависимость периода свободных колебаний от параметров колебательной системы,https://www.youtube.com/watch?v=A_-OaN-Xadg&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=332,No
Урок 329. Задачи на гармонические колебания - 1,https://www.youtube.com/watch?v=KCCpwcCu0P0&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=333,No
Урок 330. Скорость и ускорение при гармонических колебаниях,https://www.youtube.com/watch?v=-gtOpvPzGjw&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=334,No
"Урок 331. ""Силовой"" метод расчета частоты свободных колебаний",https://www.youtube.com/watch?v=LADAgtW9XwQ&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=335,No
Урок 332. Задачи на гармонические колебания - 2,https://www.youtube.com/watch?v=BI8XTxJBZIw&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=336,No
"Урок 333. ""Энергетический"" метод расчета частоты свободных колебаний",https://www.youtube.com/watch?v=Vh9q03WXM7I&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=337,No
Урок 334. Задачи на гармонические колебания - 3,https://www.youtube.com/watch?v=ZigUeOzLv1U&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=338,No
Урок 335. Анализ графика гармонических колебаний,https://www.youtube.com/watch?v=LfuF0xr_waY&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=339,No
Урок 336. Векторное представление колебаний,https://www.youtube.com/watch?v=yah34pYiBv8&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=340,No
Урок 337. Сложение колебаний одной частоты. Метод векторных диаграмм,https://www.youtube.com/watch?v=vnu7RGXC0DM&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=341,No
Урок 338. Сложение колебаний близких частот. Биения,https://www.youtube.com/watch?v=KTg8E54rt0w&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=342,No
Урок 339. Задачи на гармонические колебания - 4,https://www.youtube.com/watch?v=p3C9eMCOVzc&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=343,No
Урок 340. Сложение колебаний кратных частот. Гармонический анализ и синтез,https://www.youtube.com/watch?v=5wU_VqWGzXw&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=344,No
Урок 341. Подготовка к контрольной работе,https://www.youtube.com/watch?v=hYw6bSavjHM&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=345,No
Урок 342. Сложение взаимно перпендикулярных колебаний. Фигуры Лиссажу,https://www.youtube.com/watch?v=SDrZAmocwso&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=346,No
Урок 343. Затухающие колебания (часть 1),https://www.youtube.com/watch?v=GpUR3z2bZKQ&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=347,No
Урок 344. Затухающие колебания (часть 2),https://www.youtube.com/watch?v=yHQXB5eGllc&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=348,No
Урок 345. Добротность колебательной системы,https://www.youtube.com/watch?v=tNJDjGcEgVs&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=349,No
Урок 346. Определение добротности по графику затухающих колебаний,https://www.youtube.com/watch?v=AHOOn7_KZNI&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=350,No
Урок 347. Вынужденные колебания. Резонанс (часть 1),https://www.youtube.com/watch?v=oxbqwP3F2q8&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=351,No
Урок 348. Резонанс (Часть 2),https://www.youtube.com/watch?v=IQfZERp7oJo&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=352,No
Урок 349. Резонанс (Часть 3),https://www.youtube.com/watch?v=XtJNJRWrQq4&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=353,No
Урок 350. Подготовка к контрольной работе,https://www.youtube.com/watch?v=CCGjZ35Xs7M&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=354,No
Урок 351. Электромагнитная индукция (повторение),https://www.youtube.com/watch?v=tls12mjFgtA&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=355,No
Урок 352. Задачи на электромагнитную индукцию (повторение),https://www.youtube.com/watch?v=0W3-PSUDcR4&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=356,No
Урок 353. Колебательный контур,https://www.youtube.com/watch?v=EZxVAFgdVg0&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=357,No
Урок 354. Математическое описание процессов в колебательном контуре,https://www.youtube.com/watch?v=gHDpVJVch6Q&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=358,No
Урок 355. Затухающие электромагнитные колебания.,https://www.youtube.com/watch?v=xtFhJH08ViY&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=359,No
Урок 356. Генератор переменного электрического тока,https://www.youtube.com/watch?v=ixLbTzf1NVE&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=360,No
Урок 357. Задачи на электромагнитые колебания - 1,https://www.youtube.com/watch?v=ZZZA6FV0A3M&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=361,No
Урок 358. Активное сопротивление в цепи переменного тока. Действующее значение тока и напряжения,https://www.youtube.com/watch?v=zhc6U_ntQFY&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=362,No
Урок 359. Конденсатор и катушка индуктивности в цепи переменного тока.,https://www.youtube.com/watch?v=RUVaUEMpLkA&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=363,No
Урок 360. Задачи на электромагнитные колебания - 2,https://www.youtube.com/watch?v=oaMT176g9eA&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=364,No
Урок 361. Вынужденные колебания в последовательном колебательном контуре,https://www.youtube.com/watch?v=bna_f9UK4Oo&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=365,No
Урок 362. Анализ вынужденных электромагнитных колебаний методом векторных диаграмм,https://www.youtube.com/watch?v=dlFJV6HCsCE&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=366,No
Урок 363. Мощность в цепи переменного тока,https://www.youtube.com/watch?v=UtNtmbrojVI&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=367,No
Урок 364. Задачи на переменный ток,https://www.youtube.com/watch?v=bWLLFKdcKJ8&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=368,No
Урок 365. Автоколебания. Транзисторный генератор незатухающих колебаний,https://www.youtube.com/watch?v=H59i1Vw85IY&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=369,No
Урок 366. Трансформатор,https://www.youtube.com/watch?v=IvJohBD9J14&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=370,No
Урок 367. Передача электроэнергии на расстояние,https://www.youtube.com/watch?v=Hrw1FlC4awA&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=371,No
Урок 368. Задачи на трансформатор,https://www.youtube.com/watch?v=jwKWrPYbkdc&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=372,No
Урок 369. Задачи на электромагнитные колебания - 3,https://www.youtube.com/watch?v=1A_Het4Dp9o&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=373,No
Урок 370. Механические волны. Математическое описание бегущей волны,https://www.youtube.com/watch?v=bZl6G2eaGrI&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=374,No
Урок 371. Фазовая скорость волны. Скорость поперечной волны в струне,https://www.youtube.com/watch?v=jXQaiMptj-w&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=375,No
Урок 372. Скорость продольной волны в стержне. Скорость звука в жидкостях и газах.,https://www.youtube.com/watch?v=Y_YR6O3MrGg&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=376,No
Урок 373. Задачи на волновое движение - 1,https://www.youtube.com/watch?v=81EbMuUOapQ&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=377,No
"Урок 374. Энергия, переносимая волной. Интенсивность сферической волны",https://www.youtube.com/watch?v=t4s_SQu4KUA&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=378,No
Урок 375. Стоячие волны,https://www.youtube.com/watch?v=gXBGv9kXn98&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=379,No
"Урок 376. Колебания струн, стержней и воздушных столбов",https://www.youtube.com/watch?v=GvFTMg3stuM&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=380,No
Урок 378. Методы определения скорости звука в воздухе,https://www.youtube.com/watch?v=uT1PtfwBIzc&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=381,No
Урок 379. Эффект Доплера в акустике,https://www.youtube.com/watch?v=IaKRDDtRB20&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=382,No
Урок 380. Интерференция волн,https://www.youtube.com/watch?v=9cGl9i2ZlpM&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=383,No
Урок 381. Принцип Гюйгенса. Вывод законов отражения и преломления волн,https://www.youtube.com/watch?v=3YWZAOweLB0&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=384,No
Урок 382. Распространение волн в неоднородных средах. Рефракция. Дифракция.,https://www.youtube.com/watch?v=8g8CzZWI54w&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=385,No
Урок 384. Излучение электромагнитных волн.,https://www.youtube.com/watch?v=b5uTFYWAhGE&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=386,No
Урок 385. Опыты Герца. Свойства электромагнитных волн,https://www.youtube.com/watch?v=8EysU8xTr6o&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=387,No
Урок 386. Изобретение радио. Принципы радиосвязи,https://www.youtube.com/watch?v=BC3Oi4zYF1s&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=388,No
Урок 387. Принципы радиосвязи. Распространение волн различных диапазонов,https://www.youtube.com/watch?v=I5YrsGFf8_k&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=389,No
Урок 388. Радиолокация. Физические основы телевидения,https://www.youtube.com/watch?v=fCcUIfkFBkA&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=390,No
Урок 389. Задачи на электромагнитные волны - 1,https://www.youtube.com/watch?v=2ThXaErEj3o&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=391,No
Урок 390. Задачи на электромагнитные волны - 2,https://www.youtube.com/watch?v=clVBUdGrH9g&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=392,No
Урок 391. Законы геометрической оптики - 1,https://www.youtube.com/watch?v=LVziS9Fkrb4&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=393,No
Урок 392. Законы геометрической оптики - 2,https://www.youtube.com/watch?v=df1npELwAiU&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=394,No
Урок 393. Законы геометрической оптики - 3,https://www.youtube.com/watch?v=Tq8X0nu2RqM&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=395,No
Урок 394. Задачи на законы геометрической оптики,https://www.youtube.com/watch?v=OoR42yq4Lx4&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=396,No
Урок 395. Сферические линзы. Основные определения,https://www.youtube.com/watch?v=DXp-mmvGWJs&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=397,No
Урок 396. Построение изображений с помощью линз,https://www.youtube.com/watch?v=3kBXw_w1lSg&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=398,No
Урок 397. Формула тонкой линзы. Линейное увеличение линзы,https://www.youtube.com/watch?v=_sLuh03AdW0&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=399,No
Урок 398. Задачи на формулу тонкой линзы - 1,https://www.youtube.com/watch?v=O4h_wTbmfjA&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=400,No
Урок 399. Задачи на формулу тонкой линзы - 2,https://www.youtube.com/watch?v=KFm5g4j6UmA&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=401,No
Урок 400. Недостатки линз,https://www.youtube.com/watch?v=vwvDH9K5xkg&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=402,No
Урок 401. Преломление света сферической поверхностью,https://www.youtube.com/watch?v=v7z-GZxtp4s&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=403,No
Урок 402. Формула шлифовщика линз,https://www.youtube.com/watch?v=UuvWgJJKABg&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=404,No
Урок 403. Оптика сферических зеркал,https://www.youtube.com/watch?v=lTRMfup4ULE&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=405,No
Урок 404. Задачи на формулу линзы - 3,https://www.youtube.com/watch?v=MymjdP5AA5U&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=406,No
Урок 405. Оптические приборы - 1,https://www.youtube.com/watch?v=4WLKAGXQgtI&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=407,No
Урок 407. Оптические приборы - 3,https://www.youtube.com/watch?v=lV4fFElb7_I&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=408,No
Урок 406. Оптические приборы - 2,https://www.youtube.com/watch?v=G3nueSOCN18&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=409,No
Урок 408. Основные понятия фотометрии - 1,https://www.youtube.com/watch?v=eA3RuDDSpN8&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=410,No
Урок 409. Основные понятия фотометрии - 2,https://www.youtube.com/watch?v=rqKGIjkBp2c&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=411,No
Урок 411. Решение задач по фотометрии - 2,https://www.youtube.com/watch?v=aiCCTHqnVT8&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=412,No
Урок 412. Решение задач по фотометрии - 3,https://www.youtube.com/watch?v=ADfPLcyH27A&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=413,No
Урок 413. Скорость света и ее измерение,https://www.youtube.com/watch?v=6LSiaeIC6m4&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=414,No
Урок 414. Интерференция света,https://www.youtube.com/watch?v=0MuRk7X-vIM&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=415,No
Урок 415. Интерференционные схемы,https://www.youtube.com/watch?v=h_pAhgiCIvg&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=416,No
Урок 416. Интерференция в тонких пленках,https://www.youtube.com/watch?v=fgaAPStffJ0&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=417,No
Урок 417. Кольца Ньютона,https://www.youtube.com/watch?v=gd9wQhAV0P4&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=418,No
Урок 418. Задачи на интерференцию света - 1,https://www.youtube.com/watch?v=ZCvgDuAOMiY&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=419,No
Урок 419. Задачи на интерференцию света - 2,https://www.youtube.com/watch?v=3aaVPXKi3Y4&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=420,No
Урок 420. Дифракция света. Дифракционная решетка,https://www.youtube.com/watch?v=gE3zO9FSDm0&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=421,No
Урок 421. Задачи на дифракцию света - 1,https://www.youtube.com/watch?v=-XcY7LSV6fw&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=422,No
Урок 422. Задачи на дифракцию света - 2,https://www.youtube.com/watch?v=fbaz6D6HcqU&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=423,No
Урок 423. Поляризация света. Закон Малюса,https://www.youtube.com/watch?v=1PK__XxPmmE&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=424,No
Урок 424. Угол Брюстера. Интерференция поляризованных лучей,https://www.youtube.com/watch?v=kUSrwDQqW7M&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=425,No
Урок 425. Спектральные приборы. Виды спектров,https://www.youtube.com/watch?v=XroCN_XKWMc&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=426,No
Урок 426. Шкала электромагнитных излучений,https://www.youtube.com/watch?v=jQeu7WV2jjU&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=427,No
Урок 427. Подготовка к КР Волновая оптика,https://www.youtube.com/watch?v=8-ReNkeRBh0&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=428,No
Урок 428. Постулаты СТО,https://www.youtube.com/watch?v=U9-2r7dnKiU&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=429,No
Урок 429. Следствия из постулатов СТО - 1,https://www.youtube.com/watch?v=mFr6vrkkbWk&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=430,No
Урок 430. Следствия из постулатов СТО - 2,https://www.youtube.com/watch?v=4nj4jo3RqVE&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=431,No
Урок 431. Элементы релятивистской динамики,https://www.youtube.com/watch?v=USP_7rqjs9s&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=432,No
Урок 432. Задачи по СТО - 1,https://www.youtube.com/watch?v=Iic0pqnfEHI&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=433,No
Урок 433. Задачи по СТО - 2,https://www.youtube.com/watch?v=usb6c8MuoI0&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=434,No
Урок 434. Фотоэффект. Законы фотоэффекта,https://www.youtube.com/watch?v=zOM4h_Dt9_s&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=435,No
Урок 435. Теория фотоэффекта. Фотоэлементы,https://www.youtube.com/watch?v=Qr4Yti-6G-8&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=436,No
Урок 436. Задачи на фотоэффект - 1,https://www.youtube.com/watch?v=yHYA8pcuuu8&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=437,No
Урок 437. Задачи на фотоэффект - 2,https://www.youtube.com/watch?v=Kqnkj29jMh0&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=438,No
Урок 438. Задачи на фотоэффект - 3,https://www.youtube.com/watch?v=vZslEoZKYKc&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=439,No
Урок 439. Давление света. Масса и импульс фотона,https://www.youtube.com/watch?v=8qVLMHW5cbY&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=440,No
Урок 440. Задачи по квантовой оптике - 1,https://www.youtube.com/watch?v=2pkfBLPUvYY&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=441,No
Урок 441. Задачи по квантовой оптике - 2,https://www.youtube.com/watch?v=r2XJevElSHc&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=442,No
Урок 442. Задачи по квантовой оптике - 3,https://www.youtube.com/watch?v=KWEoTNF5s70&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=443,No
Урок 443. Понятие о планетарной модели,https://www.youtube.com/watch?v=1_ewt9HPvJU&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=444,No
Урок 444. Постулаты Бора. Опыты Франка и Герца,https://www.youtube.com/watch?v=M5RDFFm4wKo&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=445,No
Урок 445. Особенности спектра атома водорода. Диаграмма Гротриана,https://www.youtube.com/watch?v=_Oq8nho69IM&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=446,No
Урок 446. Задачи по атомной физике - 1,https://www.youtube.com/watch?v=_4hPs4Opvd4&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=447,No
Урок 447. Модель атома водорода по Бору,https://www.youtube.com/watch?v=uGbiZ2pa2IM&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=448,No
Урок 448. Вывод формулы Ридберга по Бору,https://www.youtube.com/watch?v=qMDNHk7ijsA&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=449,No
Урок 449. Задачи по атомной физике - 2,https://www.youtube.com/watch?v=1NbH5Y4Cqdo&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=450,No
Урок 450. Корпускулярно-волновой дуализм. Гипотеза де Бройля,https://www.youtube.com/watch?v=i-tSwRv7HNo&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=451,No
Урок 451. Экспериментальное подтверждение справедливости гипотезы де Бройля,https://www.youtube.com/watch?v=uAG7aw6w_ks&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=452,No
Урок 452. Задачи на гипотезу де Бройля - 1,https://www.youtube.com/watch?v=bmSaYrOW1-0&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=453,No
Урок 453. Задачи на гипотезу де Бройля - 2,https://www.youtube.com/watch?v=oGhBARGmNM0&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=454,No
Урок 454. Понятие о волновой функции,https://www.youtube.com/watch?v=3Gkwl9imw7k&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=455,No
Урок 455. Уравнение Шрёдингера,https://www.youtube.com/watch?v=FgZ9wZ8tg7g&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=456,No
